location,style,claim_text,numeric_tokens,risk_tags,evidence_grade,decision,replacement
paragraph:544,Normal,（2）区域副中心加速崛起。绵阳、德阳、宜宾等经济基础较好的区域中心城市，体育产业增速有望超过全省平均水平，逐步形成区域增长极。特别是川南经济区（宜宾、泸州）和川东北经济区（南充、达州），随着区域经济的发展和体育消费的释放，后发优势将逐步显现。,2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:545,Normal,（3）特色体育产业带逐步形成。依托各地资源禀赋，将逐步形成若干特色体育产业带：川西高原户外运动产业带、川南水上运动产业带、川东北山地运动产业带等。特色化、差异化发展将成为区域体育产业竞争的新赛道，避免同质化竞争。,3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:546,Normal,（4）城乡差距有望逐步缩小。随着乡村振兴战略的推进和体育公共服务均等化的落实，县域体育产业将迎来发展机遇。体育休闲、乡村体育旅游等业态将在县域层面快速发展，一定程度上缓解体育资源过度集中于中心城市的空间失衡问题。,4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:547,Heading 2,5.5 趋势研判的政策启示,5.5,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:553,Heading 2,6.1 可视化平台设计与实现,6.1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:554,Normal,本研究同步实现了完整的Web端可视化平台作为模型落地的技术原型。系统采用前后端分离的现代化架构：后端基于Python FastAPI框架提供RESTful API服务（39个端点），集成了数据管理、NLP处理、体育识别、比重测算、产业分析、报告生成等全功能模块；前端基于Vue 3 + Element Plus + ECharts技术栈，提供五大功能页面和交互式数据可视化。,39;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:556,Normal,图6-1 系统架构图（数据来源：本研究整理）,6;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:559,Normal,（1）结果下钻：用户可从全省体育产业总览逐层下钻至区域→业态→企业个体，查看每家企业的体育业务线明细、关键词命中证据链和置信度评分，实现从宏观到微观的全层级数据探索。,1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:560,Normal,（2）区域筛选与对比：基于地图组件（ECharts Map）呈现体育产业空间分布热力图，支持多区域勾选对比，实时计算选定区域的CR3/CR5集中度、HHI指数等空间集聚指标。,2,concentration,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:561,Normal,（3）业态交叉分析：支持按9大业态进行多维度交叉筛选——用户可同时筛选“高跨界率+低产出指数”的业态组合，快速定位统计盲区和政策关注重点。,3;9,output_value,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:562,Normal,（4）动态可视化呈现：包括产业空间分布热力图（渐变着色反映产出密度）、业态结构桑基图（展示企业从行业代码到体育业态的流向关系）、跨界经营类型下钻饼图（纯跨界/潜在跨界/多元经营三级分类）。,4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:563,Normal,（5）置信度过滤与复核标记：支持按置信度层级（高/中/低）筛选企业列表，为低置信度企业提供人工复核标注界面，复核结果可实时回写数据库并更新统计汇总。,5,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:564,Normal,（6）报告自动生成：基于识别和测算结果，一键生成包含产业总览、业态结构、空间分布、跨界分析、政策建议等模块的标准化统计分析报告（PDF/Word格式）。,6,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:566,Normal,图5-2 业务流程图（数据来源：本研究整理）,5;2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:568,Normal,（1）轻量级——Python脚本+CSV输出，仅需8GB RAM，适合单次学术分析；,1;8,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:569,Normal,（2）标准级——FastAPI+Vue+MySQL，支持Web操作和数据持久化，适合市县级统计部门；,2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:570,Normal,（3）企业级——Docker容器化+云数据库+Nginx负载均衡，适合省级大规模多部门协同。,3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:571,Normal,基于76687家企业全样本仿真测算：平台自动识别与报表生成功能可将全域产业统计报表编制周期由传统人工 2-3 天压缩至半天，理论效率提升约60%；模型智能过滤可将人工复核企业规模由5000家缩减至1200家，核查工作量理论下降70%。后续计划交付四川省体育局开展实地试点试用，同步收集业务人员使用反馈优化迭代平台功能。,76687;2;3;60%;5000;1200;70%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:573,Normal,平台运行测试效果：基于 76687 家企业全样本数据集完成本地仿真性能校验，平台页面、图表、多维度查询模块响应速度均可适配政务统计业务使用场景：页面平均加载 1.2s，图表渲染＜0.8s，单条件查询＜2s，多条件复合查询＜5s。通过本地工具模拟50人并发访问场景，系统运行稳定无卡顿，理论上可支撑多岗位统计人员同步开展数据研判工作。后续部署至体育局业务服务器后，将开展真实业务环境下的全量并发压力测试，进一步优化系统承载性能。,76687;1.2;0.8;2;5;50,performance,D,remove,当前材料未提供可复核的压力测试原始记录，因此不报告平台性能数值。
paragraph:574,Normal,表6-1 平台性能测试结果汇总表,6;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:575,Heading 2,6.2 三层融合统计体系,6.2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:577,Normal,表6-2 三层融合统计体系架构,6;2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:578,Heading 2,6.3 模型局限性与改进方案,6.3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:579,Normal,（1）地域适用性局限。本研究的数据样本来源于四川省企业，模型的阈值设定、词典构建、业态分类等均基于四川省体育产业发展实际情况。由于不同地区的产业结构、经济发展水平、企业登记习惯存在差异，模型在其他省份的直接适用性尚未得到验证。若推广至全国范围，建议针对各地区特点进行词典补充与阈值校准。,1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:581,Normal,"（1）局限一（文本理解深度不足）：当前基于词典匹配的规则方法属于浅层语义匹配，无法深入理解文本上下文含义，也不能处理隐喻、反讽、否定语句等复杂语言现象，对于长文本的整体语义把握能力有限。在处理语义复杂、表述隐晦的文本时存在漏检风险。例如，“组织群众体育健身活动”虽然明确属于体育业务，但若文本中不包含词典中的精确关键词，可能被漏检；“非体育用品”等否定表述也可能被误判为体育业务。改进方案：引入BERT等预训练语言模型，通过半规则匹配微调，提升对“隐性”体育业务的语义理解能力。建议分两步走——先积累1,000-2,000条人工标注数据，再训练微调模型。","1;1,000;2,000",evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:582,Normal,"（2）局限二（比重模型缺乏真值校准）：四维度加权模型属于无监督估算，各维度的权重基于AHP层次分析与实证校准（0.40, 0.25, 0.25, 0.10），虽经参数敏感性分析但缺乏营收真值的直接校准。改进方案：若能在未来获取部分企业的营收明细数据（如通过税务系统对接），可将无监督估算升级为有监督回归预测，使用梯度提升树（XGBoost）或神经网络学习较好权重。",2;0.40;0.25;0.25;0.10,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:583,Normal,（3）局限三（横截面数据限制）：本研究基于单一时点的横截面数据，无法捕捉产业结构和企业体育业务的动态演变。改进方案：建立多年度的连续数据集，开展体育产业的时间序列分析，识别产业的增长趋势、衰退信号和结构转型。,3,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:584,Normal,（4）局限四（数据源单一）：当前仅使用工商登记数据，未融合其他数据源。改进方案：对接社保缴纳数据（人员投入）、税务数据（营收验证）、知识产权数据（技术创新方向）、网络信息（业务动态补充），构建多维度的企业全景画像。,4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:585,Heading 2,6.4 推广应用路径,6.4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:588,Normal,（1）第一阶段“试点验证”（M1-M3，第1-3个月）：选取1-2个地级市开展试点部署，完成系统安装配置、统计人员操作培训和首批数据导入分析；里程碑——试点报告提交，识别精确率经人工复核达到85%以上。,1;1;3;1;2;85%,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:589,Normal,（2）第二阶段“标准固化”（M4-M6，第4-6个月）：基于试点反馈优化模型参数（阈值调优、词典扩充、规则修正），起草《体育产业NLP识别技术规范》地方标准（DB）初稿，组织专家评审会；里程碑——地方标准通过评审并正式发布。,2;4;6,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:590,Normal,（3）第三阶段“全省推广”（M7-M18，第7-18个月）：向全省21个市州全面部署系统，完成各市州统计人员培训（每市州至少2名），将NLP识别纳入年度体育产业统计工作流程，首次产出基于双通道方法的全省体育产业统计数据；里程碑——全省年度体育产业统计公报发布。,3;8;7;18;21;2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:591,Normal,（4）第四阶段“跨省复制”（M19-M24，第19-24个月）：总结提炼“XX省经验”，编写《体育产业NLP识别技术应用白皮书》，通过全国体育产业统计工作会议向全国推介，开展跨省技术交流与合作推广；里程碑——白皮书正式发布，至少3个省份启动复制试点。,4;9;4;19;24;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:593,Normal,图6-3 方法论跨领域推广矩阵（数据来源：本研究整理）,6;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:595,Normal,图6-4 政策落地路线图甘特图（数据来源：本研究整理）,6;4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:597,Heading 2,7.1 经济效益量化分析,7.1,economic_benefit,D,rewrite_as_scope,系统具备减少重复统计作业的潜力，实际经济效益需结合部署范围、人员工时和成本台账另行评估。
paragraph:598,Heading 2,7.1.1 直接成本节省,7.1;1,economic_benefit,D,rewrite_as_scope,系统具备减少重复统计作业的潜力，实际经济效益需结合部署范围、人员工时和成本台账另行评估。
paragraph:599,Normal,"在传统统计工作流程中，对于行业代码不明确的疑似体育企业，需要统计人员进行人工电话核实或实地走访。以每年需要核查约5,000家疑似企业计算（按地方体育产业统计常规工作量估算），每家企业核查耗时约30分钟（含电话沟通、信息记录和综合判断），总计约2,500人时（约312.5个工作日），按200元/人日的统计人员成本计算（参照市场通用劳务外包服务标准估算），年核查人工成本约为62,500元。","5,000;30;2,500;312.5;200;62,500",economic_benefit,D,rewrite_as_scope,系统具备减少重复统计作业的潜力，实际经济效益需结合部署范围、人员工时和成本台账另行评估。
paragraph:600,Normal,"采用NLP融合识别系统后，全量76,687家企业仅需约17秒即可完成自动识别和测算，将人工核查范围从5,000家缩减至约951家低置信度企业（减少约81%），年节约人工成本约5.06万元（按200元/人日标准测算）。同时，由于机器识别的一致性远高于人工（不存在疲劳、主观判断差异等问题），统计结果的质量和稳定性也相应提升。","76,687;17;5,000;951;81%;5.06;200",economic_benefit,D,rewrite_as_scope,系统具备减少重复统计作业的潜力，实际经济效益需结合部署范围、人员工时和成本台账另行评估。
paragraph:601,Heading 3,7.1.2 产业规模低估的纠正,7.1;2,output_value,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:602,Normal,"传统行业代码法漏掉了934家实际从事体育业务的企业（占11.7%）。若以产出指数中位数65点作为这些被遗漏企业的平均体育产出估算，合计遗漏的产出指数约为60,710点。按产出指数中位数65点、每点对应约1万元年产值的保守比例折算（基于抽样企业财务数据与产出指数的回归校准（R²=0.72，数据来源于课题组实地调研样本）），934家遗漏企业对应约6亿元规模的产业体量在统计意义上被低估。准确的统计口径将直接影响体育产业GDP核算基数、财政资源配置额度和产业政策的施策精度。","934;11.7%;65;60,710;65;1;0.72;934;6",economic_benefit;output_value,D,rewrite_as_scope,系统具备减少重复统计作业的潜力，实际经济效益需结合部署范围、人员工时和成本台账另行评估。
paragraph:603,Heading 3,7.1.3 资源错配的减少,7.1;3,economic_benefit,D,rewrite_as_scope,系统具备减少重复统计作业的潜力，实际经济效益需结合部署范围、人员工时和成本台账另行评估。
paragraph:604,Normal,在未引入NLP识别能力之前，产业扶持资金（如税收优惠、场地补贴、赛事承办资格等）的分配依据主要是企业的行业代码。这导致了两个方向的错配：一方面，部分“代码体育企业”实际上已不再经营体育业务却仍享受扶持政策；另一方面，大量跨界从事体育业务的企业因代码不符被排除在扶持范围之外。通过精准识别，可将扶持资源准确锁定在真正从事体育业务的企业上。以省级体育产业发展专项资金年均约1亿元规模估算（参考四川省体育发展专项资金及同类省份水平），资源错配率每降低5个百分点，即可节省500万元用于更需要扶持的企业。,1;5;500,economic_benefit,D,rewrite_as_scope,系统具备减少重复统计作业的潜力，实际经济效益需结合部署范围、人员工时和成本台账另行评估。
paragraph:606,Heading 2,7.2 社会效益分析,7.2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:607,Heading 3,7.2.1 政府统计治理能力的现代化,7.2;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:609,Normal,（1）从经验定性到数据定量：将统计判定从“看代码”升级为“读文本”，使统计过程更贴近企业实际经营的复杂性和多元性；,1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:610,Normal,（2）从单一维度到多维融合：文本+代码的双通道机制为统计方法的现代化转型提供了可操作的范式；,2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:611,Normal,（3）从黑箱判定到透明追溯：每条识别结果都有明确的关键词证据链支撑，显著提升统计数据的公信力。,3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:612,Normal,"量化测算：传统人工核查模式下，统计人员年均处理核查请求约1,200件，平均响应周期5-7个工作日，企业办事满意度约65%。采用本方案后，自动识别覆盖率提升至90%以上，需人工复核的疑难案例降至年均约120件（下降90%），平均响应周期缩短至1-2个工作日，预计企业办事满意度可提升至85%以上。同时，全样本年度普查从“每5年一次”变为“每年可做”，统计数据时效性提升5倍。","1,200;5;7;65%;90%;120;90%;1;2;85%;5;5",forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:613,Normal,表7-1 社会效益量化对比表,7;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:614,Heading 3,7.2.2 体育产业生态的完善,7.2;2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:615,Normal,通过精准识别和监测，934家被传统统计遗漏的体育企业“重新进入”产业视野，可以获得更公平的政策关注、更精准的扶持措施和更广阔的发展空间。新兴业态（电竞、传媒、科技）在获得正式的统计身份后，将更容易被纳入产业发展规划。区域空间分析揭示的不均衡格局，为差异化产业政策的制定提供了科学依据，有助于缩小区域发展差距。,934,,A/B,keep,与2026-08-01正式复算快照一致。
paragraph:616,Normal,"量化效益：977家跨界经营企业的识别纳入，预计可带动年均体育产业统计增加值约6亿元（按产出指数法保守估算）。更重要的是，电子竞技、体育传媒等新兴业态企业获得官方统计身份后，可享受体育产业扶持政策（如产业引导基金、税收优惠、场地补贴等），按每家企业年均获益5-10万元保守估算，年度政策红利释放规模约5,000万-1亿元，有助于培育体育产业新动能。","977;6;5;10;5,000;1",forecast;economic_benefit;output_value,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:617,Heading 3,7.2.3 技术创新生态的培育,7.2;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:620,Heading 2,7.3 产业政策建议,7.3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:621,Normal,表7-2 分阶段实施路线图,7;2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:623,Normal,（1）完善新兴业态统计分类：电子竞技（跨界率91%）、体育传媒（94%）等业态在现行分类中无对应代码。建议在GB/T 4754修订中增设专项代码，过渡期采用文本标签辅助方式纳入统计。,1;91%;94%;4754,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:624,Normal,（2）建立跨界经营企业动态监测名录：基于已识别的977家跨界企业建立首批监测名录，实施季度数据更新，跟踪体育业务的发展变化趋势。,2;977,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:625,Normal,（3）实施体育产业空间均衡发展战略：设立区域体育产业发展专项基金，重点扶持第二梯队城市。目标3-5年内将CR3从77.3%降至55%以下。,3;3;5;77.3%;55%,concentration,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:626,Normal,（4）启动新兴业态专项扶持计划：电竞方面，建设省级电竞产业园，培育赛事IP；体育传媒方面，支持MCN机构发展；体育科技方面，设立创新基金。,4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:627,Normal,（5）建设省级体育产业大数据平台：整合工商、税务、社保等多源数据，集成NLP识别引擎，支持年度全样本扫描和月度重点监测。,5,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:628,Heading 2,7.4 政策落地价值,7.4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:630,Normal,（1）制度创新价值：三层融合统计体系。本文提出的“宏观层全样本NLP扫描-中观层分层抽样复核-微观层重点企业深度追踪”三层融合统计体系，为传统统计制度的数字化转型提供了可操作的实施路径。该体系既充分发挥了大数据技术全量覆盖、快速处理的优势，又保留了抽样调查的精确性和深度，实现了技术效率与统计质量的有机统一。,1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:631,Normal,（2）标准建设价值：动态分类标准方案。针对现行行业分类标准更新滞后的问题，本文提出了“基础分类+动态标签”的双层分类标准方案。基础分类与GB/T 4754-2017保持衔接，确保统计数据的历史可比性；动态标签体系基于NLP文本分析实时更新，快速响应新业态、新模式的发展需求。该方案可为国家产业分类标准的动态化改革提供地方实践经验。,2;4754;2017,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:632,Normal,（3）治理能力提升价值：数据驱动决策支持。本项目开发的Web可视化平台，将海量企业数据转化为直观的产业图谱和决策支持信息，使体育产业治理从“经验驱动”转向“数据驱动”。政府部门可以基于平台数据，精准识别产业短板、科学制定扶持政策、动态监测政策效果，显著提升产业治理的精细化和科学化水平。,3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:633,Heading 2,7.5 推广应用前景,7.5,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:635,Normal,（1）地域维度：可复制推广至其他省市。本方法不依赖地方特殊性，基于通用的工商登记数据和行业分类体系，可快速移植到其他省份和城市。预计在全国范围内推广后，可识别的跨界体育企业数量将达到数万家规模，产业规模补全效应更加显著。,1,forecast;output_value,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:636,Normal,（2）产业维度：可推广至其他新兴融合产业。本文提出的“NLP文本识别+多维度加权测算”技术框架，不仅适用于体育产业，也可迁移应用于文化创意、数字经济、绿色环保、健康养老等其他跨界融合特征显著的新兴产业领域，具有普适的方法论价值。,2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:637,Normal,（3）应用维度：可拓展至更多统计场景。除产业统计外，本技术方法还可应用于市场监管、税源监控、招商引资、产业规划等多种政务场景，为政府数字化转型提供通用的文本智能分析工具，助力数字政府建设。,3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:641,Heading 2,8.1 研究结论,8.1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:642,Normal,本文以多元经营背景下体育产业边界识别与规模测算问题为核心，基于76687家企业全样本数据，构建“文本+代码”双通道智能统计框架，系统剖析体育产业统计偏差成因、空间集聚特征与方法适配逻辑，形成以下核心结论：,76687,,A/B,keep,与2026-08-01正式复算快照一致。
paragraph:643,Normal,（1）双通道融合识别方法可有效弥补传统行业代码统计的漏统缺陷。,1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:644,Normal,传统行业代码方法仅识别8016家体育企业，识别覆盖率仅10.45%。本文构建的NLP融合识别模型共识别8950家体育经营主体，覆盖率提升至11.67%，新增识别934家跨界企业，整体识别能力提升11.7%。模型共挖掘出977家跨界经营主体，彻底弥补电竞、体育传媒等传统统计盲区，新兴业态识别率由不足10%提升至90%以上。,8016;10.45%;8950;11.67%;934;11.7%;977;10%;90%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:646,Normal,（2）体育产业存在“成熟业态低跨界、新兴业态高跨界”的双轨统计结构。,2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:647,Normal,实证发现，体育用品制造、健身休闲等传统业态跨界率低于5%，现有行业分类基本可实现有效覆盖；而电竞、体育传媒、体育科技等新业态跨界率超85%，高度依赖混业经营，较为脱离传统国标统计体系。,5%;85%,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:649,Normal,（3）四川省体育产业呈现高度集聚的“单极主导”空间格局。,3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:650,Normal,空间集聚测算结果显示，全省体育产业CR3集中度达77.3%，显著高于传统制造业集聚水平。成都市体育产业体量、企业数量占全省比重约41%，与绵阳、德阳等第二梯队城市形成明显层级差距，产业资源高度集中于核心城市。,77.3%;41%,concentration,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:652,Normal,（4）规则式NLP框架更适配政务统计落地场景，实用性优于深度学习模型。,4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:655,Heading 2,8.2 研究创新与贡献,8.2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:657,Heading 3,8.2.1 技术创新,8.2;1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:658,Normal,（1）实现识别粒度由“企业级”向“业务线级”跨越。业务线解析方法对企业多元经营文本进行逐条拆分，进展传统“一企一归类”的局限，精准区分企业内部体育与非体育业务，解决混业经营企业无法精细统计的难题。,1,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:659,Normal,（2）构建无营收场景下的连续体量测算体系。构建包含业务覆盖、关键词特征、行业权重、业态适配度的SportRatio四维测算模型，摆脱传统二元判定局限，实现体育业务占比连续量化估算。,2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:660,Normal,（3）建立零标注高速识别机制。依托自建体育产业专业词典与TF-IDF特征匹配，实现冷启动快速部署，处理效率远超深度学习模型，适配大规模企业普查场景。,3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:661,Heading 3,8.2.2 方法创新,8.2;2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:663,Normal,构建19项直接体育类目、17项关联类目的双层代码映射体系，为新业态、跨界主体纳入官方统计口径提供标准化对接范式。,19;17,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:665,Heading 3,8.2.3 理论贡献,8.2;3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:669,Heading 3,8.2.4 应用价值,8.2;4,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:674,Heading 2,8.3 研究局限与未来展望,8.3,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:676,Normal,（1）优化复杂语义识别能力。当前规则匹配模式对隐晦、非标准化业务描述识别能力有限，未来可依托现有样本积累少量高质量标注数据，通过弱监督微调、少样本学习方式提升模型语义理解能力，进一步提高新业态、隐蔽跨界主体的识别召回率（Recall）。,1,evaluation,D,remove,当前工作区未提供逐条人工金标准、预测分数或标注者记录，不报告准确率、AUC、Kappa、Pearson相关系数等指标。
paragraph:677,Normal,（2）完善体量测算校准机制。SportRatio模型当前基于多维特征经验加权实现估算，未来可对接真实经营营收数据，通过机器学习回归方法优化权重拟合，降低测算误差，进一步提升体育业务占比量化精度。,2,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:678,Normal,（3）构建长期动态监测体系。本研究基于单期横截面数据开展静态产业画像，后续可搭建多年连续时序数据库，分析体育产业业态迭代、企业进退、空间格局演化等动态规律，实现从静态统计向动态监测、趋势预判的升级。,3,forecast,D,rewrite_as_scope,现有数据为单一时间截面，仅能描述当前样本结构，不能据此作确定性趋势预测。
paragraph:680,Normal,"[1] 国家统计局. GB/T 4754-2017 国民经济行业分类[S]. 北京:中国标准出版社,2017.",1;4754;2017;2017,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:681,Normal,"[2] 国家统计局. 体育产业统计分类(2019)[S]. 国家统计局令第26号, 2019.",2;2019;26;2019,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:682,Normal,[3] 国务院. 关于加快发展体育产业促进体育消费的若干意见[Z]. 国发[2014]46号.,3;2014;46,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:683,Normal,[4] 国务院办公厅. 体育强国建设纲要[Z]. 国办发[2019]40号.,4;2019;40,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:684,Normal,"[5] 中共中央,国务院. “健康中国2030”规划纲要[Z]. 2016.",5;2030;2016,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:685,Normal,"[6] Porter M E. The Competitive Advantage of Nations[M]. New York: Free Press, 1990.",6;1990,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:686,Normal,"[7] Bresnahan T, Gambardella A. Building High-Tech Clusters: Silicon Valley and Beyond[M]. Cambridge University Press, 2004.",7;2004,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:687,Normal,"[8] Gentzkow M, Kelly B, Taddy M. Text as data[J]. Journal of Economic Literature, 2019, 57(3):535-574.",8;2019;57;3;535;574,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:688,Normal,"[9] Sun C, Qiu X, Xu Y, et al. How to fine-tune BERT for text classification?[C]. CCL 2019:194-206.",9;2019;194;206,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:689,Normal,"[10] Devlin J, Chang M W, Lee K, et al. BERT: Pre-training of deep bidirectional transformers for language understanding[C]. NAACL-HLT, 2019:4171-4186.",10;2019;4171;4186,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:690,Normal,"[11] 国家统计局. 战略性新兴产业分类（2018）[S]. 国家统计局令第23号, 2018.",11;2018;23;2018,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:691,Normal,"[12] 林显鹏. 关于建立我国体育产业统计指标体系的研究[J]. 体育科学, 2000, 20(4):1-5.",12;2000;20;4;1;5,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
paragraph:692,Normal,"[13] 林显鹏. 国外体育产业统计指标体系研究[J]. 天津体育学院学报, 2000, 15(2):14-17.",13;2000;15;2;14;17,,D,recalculate,仅在与正式复算快照或经核验的权威来源一致时保留。
